,Tutorial,,,,1,Srinivasa Murali Kartheek S,M,1,
,,,,,,,,,
,,,,,2,P  Chennakesava Sai,M,1,
,,,,,,,,,
,,,,,3,Pavan Kumar P,M,1,
,,,,,,,,,
,,,,,4,Jose Santo,M,1,
,,,,,,,,,
ME F342,COMPUTER AIDED DESIGN,3,1,4,1,SP REGALLA,M W F,8,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,Practical,,,,1,Gandla Praveen Kumar,M,6 7,
,,,,,,,,,
,,,,,,P V Sai Divya,,,
,,,,,,,,,
,,,,,2,P V Sai Divya,W,6 7,
,,,,,,,,,
,,,,,,Chithajalu Kiran Sagar,,,
,,,,,,,,,
,,,,,3,Chithajalu Kiran Sagar,F,6 7,
,,,,,,,,,
,,,,,,Gandla Praveen Kumar,,,
,,,,,,,,,
,Tutorial,,,,1,SP Regalla,F,1,
,,,,,,,,,
,,,,,2,Veeraiahgari Vamshi,F,1,
,,,,,,,,,
,,,,,3,Lanka Tata Rao,F,1,
,,,,,,,,,
,,,,,4,Kolla Lakshman Rao,F,1,
,,,,,,,,,
ME F343,MECHANICAL VIBRATIONS,3,-,3,1,BRAJESH KUMAR PANIGR,M W F,9,
,,,,,,,,,
,Tutorial,,,,1,Brajesh Kumar Panigrahi,W,1,
,,,,,,,,,
,,,,,2,YV Daseswara Rao,W,1,
,,,,,,,,,
ME F366,LABORATORY PROJECT,-,-,3,1,AMRITHA PRIYADARSHINI,,,
,,,,,,,,,
ME F367,LABORATORY PROJECT,-,-,3,1,AMRITHA PRIYADARSHINI,,,
,,,,,,,,,
ME F376,DESIGN PROJECT,-,-,3,1,NITIN RAMESH K,,,
,,,,,,,,,
ME F377,DESIGN PROJECT,-,-,3,1,NITIN RAMESH K,,,
,,,,,,,,,
ME F414,FUEL CELL SCIENCE AND TECHNOLOGY,3,-,3,1,SUJITH R,T Th S,2,
,,,,,,,,,
,,,,,,Prabakaran Saravanan,,,
,,,,,,,,,
ME F418,"ROCKET AND SPACECRAFTPROPULSION",3,-,3,1,SUPRADEEPAN K,T Th S,2,
,,,,,,,,,
ME F424,ENERGY MANAGEMENT,3,-,3,1,S S DESHMUKH,T Th S,4,
,,,,,,,,,
ME F425,ADDITIVE MANUFACTURING,3,-,3,1,SP REGALLA,T Th S,4,
,,,,,,,,,
ME F426,INDUSTRY 4.0 IN MANUFACTURING,3,-,3,1,N SURESH KUMAR REDDY,T Th S,5,
,,,,,,,,,
,,,,,,Amit Kumar Gupta,,,
,,,,,,,,,
,,,,,,Kundan Kumar Singh,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Prabakaran Saravanan,,,
,,,,,,,,,
ME F432,COMPUTER AIDED MANUFACT,3,-,3,1,KURRA SURESH,T Th S,5,
,,,,,,,,,
ME F443,QUALI CONTRO ASSUR & REL,3,-,3,1,AMRITHA PRIYADARSHINI,T Th S,3,
,,,,,,,,,
ME G511,MECHANISMS & ROBOTICS,2,3,5,1,YV DASESWARA RAO,T Th S,4,
,,,,,,,,,
,Practical,,,,,YV Daseswara Rao,W F,7 8 9,
,,,,,,,,,
ME G512,FINITE ELEMENT METHOD,-,-,5,1,AMOL VUPPULURI,M W F,2,
,,,,,,,,,
,Practical,,,,,Pavandatta Jadhav,M,8 9,
,,,,,,,,,
ME G514,TURBOMACHINERY,3,2,5,1,JEEVAN JAIDI,M W F,2,
,,,,,,,,,
,Practical,,,,,Ramayee L,M F,8 9,
,,,,,,,,,
ME G516,ENERGY SYSTEMS ENGINEERING,-,-,5,1,S S DESHMUKH,M W F,3,
,,,,,,,,,
,Practical,,,,,S S Deshmukh,T Th,6 7,
,,,,,,,,,
,,,,,,Kandukuri Prudviraj,,,
,,,,,,,,,
ME G532,MACHINE TOOL ENGINEERING,3,2,5,1,KUNDAN KUMAR SINGH,M W F,2,
,,,,,,,,,
,Practical,,,,,Wankhede Pankaj Rambhau,M F,4 5,
,,,,,,,,,
ME G533,COND & RAD HEAT TRANSFER,-,-,5,1,SANTANU PRASAD DATTA,M W F,2,
,,,,,,,,,
,Practical,,,,,Y S Prasanna,M F,8 9,
,,,,,,,,,
ME G535,ADV ENGG MATHEMATICS,3,2,5,1,KRC MURTHY,T Th S,2,
,,,,,,,,,
,Practical,,,,,KRC Murthy,M W,4 5,
,,,,,,,,,
ME G536,THERMAL EQUIPMENT DESIGN,-,-,5,1,SANTANU PRASAD DATTA,T Th S,5,
,,,,,,,,,
,Practical,,,,,K Monika,W,4 5,
,,,,,,,,,
,,,,,,K Monika,W,9 10,
,,,,,,,,,
ME G537,CRYOGENIC ENGINEERING,-,-,5,1,R PARAMESHWARAN,T Th S,4,
,,,,,,,,,
,Practical,,,,,Gi Venkata Naga Trivedi,M,9 10,
,,,,,,,,,
,,,,,,Gi Venkata Naga Trivedi,F,8 9,
,,,,,,,,,
ME G621,FLUID DYNAMICS,2,3,5,1,PARDHA SARADHI GURUG,T Th S,5,
,,,,,,,,,
,Practical,,,,,KRC Murthy,T Th,8 9 10,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ME G641,"THEORY OF ELASTICITY &PLAST",3,2,5,1,BRAJESH KUMAR PANIGR,M W F,3,
,,,,,,,,,
,Practical,,,,,C Anand Badrish,T Th,6 7,
,,,,,,,,,
,,,,,,C Anand Badrish,,,
,,,,,,,,,
MEL G611,IC FABRICATION TECHNOLOGY,3,2,5,1,PARIKSHIT PARSHURAM S,T Th S,3,
,,,,,,,,,
,Practical,,,,,Parikshit Parshuram Sahatiy,M W,8 9,
,,,,,,,,,
,,,,,,Sanket Goel,,,
,,,,,,,,,
,,,,,,Sohan Dudala,,,
,,,,,,,,,
,,,,,,Venkatarao Selamneni,,,
,,,,,,,,,
MEL G621,VLSI DESIGN,3,2,5,1,S K CHATTERJEE,T Th S,2,
,,,,,,,,,
,Practical,,,,,S K Chatterjee,T,8 9,
,,,,,,,,,
,,,,,,Arun Mohan B,,,
,,,,,,,,,
,,,,,,Chowta Mallikharjunarao,,,
,,,,,,,,,
,,,,,,S K Chatterjee,F,8 9,
,,,,,,,,,
MEL G622,INTRO TO ARTIF NEURAL NET,2,2,4,1,RAJESH KUMAR TRIPATHY,T Th,7,
,,,,,,,,,
,Practical,,,,,Rajesh Kumar Tripathy,M W,5 6,
,,,,,,,,,
,,,,,,Anil Kumar U,,,
,,,,,,,,,
,,,,,,Pranjali Gajbhiye,,,
,,,,,,,,,
MEL G624,ADV VLSI ARCHITECTURES,-,-,5,1,CHETAN KUMAR V,M W F,2,
,,,,,,,,,
,,,,,,G Sahith,,,
,,,,,,,,,
,,,,,,Sharvani Gadgil,,,
,,,,,,,,,
MEL G626,VLSI TEST & TESTABILITY,-,-,5,1,SAROJ MONDAL,M W F,4,
,,,,,,,,,
MEL G631,"PHYSICS AND MODELLING OFMICROELECTRONIC DEVICES",3,2,5,1,SURYA SHANKAR DAN,M W F,2,
,,,,,,,,,
,Practical,,,,,Surya Shankar Dan,M W,10 11,
,,,,,,,,,
MF F266,STUDY PROJECT,-,-,3,1,SUJITH R,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
MF F311,MECHATRONICS & AUTOMAT,2,1,3,1,ARSHAD JAVED,T Th S,4,
,,,,,,,,,
,Practical,,,,,Arshad Javed,W,5 6,
,,,,,,,,,
,,,,,,G Lakshmi Srinivas,,,
,,,,,,,,,
MF F366,LABORATORY PROJECT,-,-,3,1,AMRITHA PRIYADARSHINI,,,
,,,,,,,,,
MF F367,LABORATORY PROJECT,-,-,3,1,AMRITHA PRIYADARSHINI,,,
,,,,,,,,,
MF F376,DESIGN PROJECT,-,-,3,1,NITIN RAMESH K,,,
,,,,,,,,,
MF F377,DESIGN PROJECT,-,-,3,1,NITIN RAMESH K,,,
,,,,,,,,,
MF F421,SUPPLY CHAIN MANAGEMENT,-,-,4,1,C P KIRAN,T Th S,3,
,,,,,,,,,
MGTS F211,PRINCIPLES OF MANAGEMENT,3,-,3,1,SWATI ALOK,M W F,9,
,,,,,,,,,
,,,,,,Rajthilak R,,,
,,,,,,,,,
,Tutorial,,,,,Swati Alok,W,1,
,,,,,,,,,
MSE G511,MECHATRONICS,3,2,5,1,ARSHAD JAVED,T Th S,4,
,,,,,,,,,
,Practical,,,,,Arshad Javed,W,5 6,
,,,,,,,,,
,,,,,,G Lakshmi Srinivas,,,
,,,,,,,,,
MST F331,MATERIALS CHARACTERIZATION,3,1,4,1,KARTHIK CHETAN,M W F,3,
,,,,,,,,,
,,,,,,Sounak Roy,,,
,,,,,,,,,
,Practical,,,,,Karthik Chetan,Th,8 9,
,,,,,,,,,
,,,,,,Sounak Roy,,,
,,,,,,,,,
MST G511,NONDESTRUCT TESTING TECH,3,2,5,1,RAVI SHANKER VIDYARTH,M W F,3,
,,,,,,,,,
,Practical,,,,,Petla Sivateja,M F,4 5,
,,,,,,,,,
PHA F211,PHARMACEUTICAL ANALYSIS,2,1,3,1,BALRAM GHOSH,T Th,4,
,,,,,,,,,
,Practical,,,,1,Balram Ghosh,M,7 8,
,,,,,,,,,
,,,,,,Tarun,,,
,,,,,,,,,
,,,,,,Yamini Shankar Bobde,,,
,,,,,,,,,
,,,,,2,Balram Ghosh,W,6 7,
,,,,,,,,,
,,,,,,Ch Sai Sanjay,,,
,,,,,,,,,
,,,,,,Sravani Pulya,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,Tutorial,,,,,Balram Ghosh,S,4,
,,,,,,,,,
PHA F213,MICROBIOLOGY,2,1,3,1,D SRIRAM,M W,3,
,,,,,,,,,
,Practical,,,,1,D Sriram,T,8 9,
,,,,,,,,,
,,,,,,Anjali Gangwar,,,
,,,,,,,,,
,,,,,,E Madhu Rekha,,,
,,,,,,,,,
,,,,,2,D Sriram,Th,8 9,
,,,,,,,,,
,,,,,,Srashti Gopal Goyal,,,
,,,,,,,,,
,Tutorial,,,,,D Sriram,F,3,
,,,,,,,,,
PHA F215,"INTRODUCTION TO MOLECULAR BIO &IMMUNOLOGY",3,-,3,1,ARTI DHAR,T Th S,5,
,,,,,,,,,
,Tutorial,,,,,Arti Dhar,S,1,
,,,,,,,,,
PHA F244,PHYSICAL PHARMACY,2,1,3,1,V V KRISHNA VENUGANTI,M W,9,
,,,,,,,,,
,Practical,,,,,V V Krishna Venuganti,W,6 7,
,,,,,,,,,
,,,,,,B Sony Priyanka,,,
,,,,,,,,,
,,,,,,Girdhari Roy,,,
,,,,,,,,,
,,,,,,Pravesh Sharma,,,
,,,,,,,,,
,,,,,,Trupti Ghatage,,,
,,,,,,,,,
,Tutorial,,,,,V V Krishna Venuganti,F,9,
,,,,,,,,,
PHA F266,STUDY PROJECT,-,-,3,1,ARTI DHAR,,,
,,,,,,,,,
PHA F311,PHARMACOLOGY I,2,1,3,1,ONKAR KULKARNI,M W F,4,
,,,,,,,,,
,Practical,,,,,Onkar Kulkarni,T,8 9,
,,,,,,,,,
,,,,,,Ashutosh Balasaheb Mahale,,,
,,,,,,,,,
,,,,,,K Kalyani,,,
,,,,,,,,,
,,,,,,S Kavitha,,,
,,,,,,,,,
PHA F312,MEDICINAL CHEMISTRY I,2,1,3,1,P YOGEESWARI,T Th,3,
,,,,,,,,,
,Practical,,,,1,P Yogeeswari,M,6 7,
,,,,,,,,,
,,,,,,Dasugari Varakala Saiprasad,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,2,P Yogeeswari,F,6 7,
,,,,,,,,,
,,,,,,Kumbham Soniya,,,
,,,,,,,,,
,,,,,,Routholla Ganesh,,,
,,,,,,,,,
,Tutorial,,,,,P Yogeeswari,S,3,
,,,,,,,,,
PHA F314,PHARMA FORMUL & BIOPHARM,2,1,3,1,NIRMAL J,M W,8,
,,,,,,,,,
,Practical,,,,,Nirmal J,Th,8 9,
,,,,,,,,,
,,,,,,Parameswar Patra,,,
,,,,,,,,,
,,,,,,Priyadarshini Sathe,,,
,,,,,,,,,
,,,,,,Raghuraman Manimaran,,,
,,,,,,,,,
,Tutorial,,,,,Nirmal J,F,8,
,,,,,,,,,
PHA F376,DESIGN PROJECT,-,-,3,1,ARTI DHAR,,,
,,,,,,,,,
PHA F377,DESIGN PROJECT,-,-,3,1,ARTI DHAR,,,
,,,,,,,,,
PHA F414,BIOPHARMACEUTICS,3,-,3,1,NIRMAL J,T Th S,4,
,,,,,,,,,
PHA F415,PATHOPHYSIOLOGY,3,-,3,1,ONKAR KULKARNI,T Th S,5,
,,,,,,,,,
PHA F422,COSMETIC SCIENCE,2,1,3,1,D SRIRAM,T Th,2,
,,,,,,,,,
,Practical,,,,,D Sriram,F,6 7,
,,,,,,,,,
,,,,,,Lavanya S,,,
,,,,,,,,,
,,,,,,Ridahunlang Nongkhlaw,,,
,,,,,,,,,
PHA G535,BIOMATERIALS,-,-,5,1,NIRMAL J,M W F,4,
,,,,,,,,,
,,,,,,V V Krishna Venuganti,,,
,,,,,,,,,
PHA G537,PARENTERAL PRODUCT DEVELOPMENT,-,-,5,1,AKASH C,M W F,3,
,,,,,,,,,
PHA G540,"MODERN PHARMACEUTICALANALYTICAL TECHNIQUES",3,1,4,1,A SAJELI BEGUM,T Th S,4,
,,,,,,,,,
,Practical,,,,,A Sajeli Begum,W,7 8 9,
,,,,,,,,,
,,,,,,Chiranjeev Singh,,,
,,,,,,,,,
,,,,,,P. S Lakshmi Soukya,,,
,,,,,,,,,
,,,,,,Pragya Paramita Pal,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Purbali Chakraborty,,,
,,,,,,,,,
,,,,,,Samrun Nessa,,,
,,,,,,,,,
PHA G542,ADVANCE PHYSICAL PHARMA,3,2,5,1,V V KRISHNA VENUGANTI,T Th S,3,
,,,,,,,,,
,Practical,,,,,V V Krishna Venuganti,T Th,6 7,
,,,,,,,,,
,,,,,,Deepanjan Datta,,,
,,,,,,,,,
,,,,,,Leela Sai Lokesh Janardhan,,,
,,,,,,,,,
PHA G545,IPR AND PHARMACEUTICALS,3,-,3,1,P YOGEESWARI,M W F,2,
,,,,,,,,,
PHA G547,"QUALI-BY-DESIGN INPHARMACEUTICAL PROD DEVEL",-,-,5,1,R PUNNA RAO,M W F,3,
,,,,,,,,,
,Practical,,,,,R Punna Rao,W F,8 9,
,,,,,,,,,
,,,,,,Chandra Teja Uppuluri,,,
,,,,,,,,,
PHA G612,PHARM KINET & CLINIC PHA,3,2,5,1,R PUNNA RAO,T Th S,2,
,,,,,,,,,
,Practical,,,,,R Punna Rao,T Th,8 9,
,,,,,,,,,
,,,,,,Avantika Dalvi,,,
,,,,,,,,,
,,,,,,Mohd Shareef Khan,,,
,,,,,,,,,
PHA G617,ADV DRUG DELIVERY SYSTEM,3,2,5,1,SWATI BISWAS,M W F,5,
,,,,,,,,,
,Practical,,,,,Swati Biswas,T Th,6 7,
,,,,,,,,,
,,,,,,Asif Mohd Itoo,,,
,,,,,,,,,
,,,,,,Milan Paul,,,
,,,,,,,,,
PHA G642,LABORATORY PROJECT,-,6,6,1,SWATI BISWAS,,,
,,,,,,,,,
PHY F111,MECH OSCIL & WAVES,3,-,3,3,Sashideep Gutti,M W F,10,
,,,,,,,,,
,Tutorial,,,,9,Sashideep Gutti,T,10,
,,,,,,,,,
PHY F211,CLASSICAL MECHANICS,3,1,4,1,RAHUL NIGAM,M W F,3,
,,,,,,,,,
,Tutorial,,,,,Rahul Nigam,T,1,
,,,,,,,,,
PHY F212,ELECTROMAGNETIC THEO I,3,-,3,1,PK THIRUVIKRAMAN,T Th S,4,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,T Th S,4,
,,,,,,,,,
,,,,,3,Sarmistha Banik,T Th S,4,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,T Th S,4,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,T Th S,4,
,,,,,,,,,
,Tutorial,,,,1,PK Thiruvikraman,S,1,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,S,1,
,,,,,,,,,
,,,,,3,Sarmistha Banik,S,1,
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,S,1,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,S,1,
,,,,,,,,,
PHY F213,OPTICS,3,-,3,1,MEENAKSHI V,T Th S,5,
,,,,,,,,,
,Tutorial,,,,,Meenakshi V,Th,1,
,,,,,,,,,
PHY F242,QUANTUM MECHANICS I,3,-,3,1,SUBASH N. KARBELKAR,M W F,2,
,,,,,,,,,
,Tutorial,,,,,Subash N. Karbelkar,Th,9,
,,,,,,,,,
PHY F311,QUANTUM MECHANICS II,3,-,3,1,ASRARUL HAQUE,M W F,9,
,,,,,,,,,
,Tutorial,,,,,Asrarul Haque,T,8,
,,,,,,,,,
PHY F312,STATISTICAL MECHANICS,3,-,3,1,SOURI BANERJEE,M W F,5,
,,,,,,,,,
,Tutorial,,,,,Souri Banerjee,T,9,
,,,,,,,,,
PHY F313,COMPUTATIONAL PHYSICS,3,-,3,1,PK THIRUVIKRAMAN,M W F,4,
,,,,,,,,,
,Tutorial,,,,,PK Thiruvikraman,Th,8,
,,,,,,,,,
PHY F366,LABORATORY PROJECT,3,-,3,1,SARMISTHA BANIK,,,
,,,,,,,,,
PHY F367,LABORATORY PROJECT,-,-,3,1,SARMISTHA BANIK,,,
,,,,,,,,,
PHY F412,INTRO TO QUAN FIELD THEO,3,1,4,1,PRASANT SAMANTRAY,M W F,7,
,,,,,,,,,
PHY F418,LASERS AND APPLICATIONS,3,1,4,1,ARANYA BHUTI BHATTACH,M W F,2,
,,,,,,,,,
PHY F422,GROUP THEORY AND APPLICATIONS,3,-,3,1,RAHUL NIGAM,T Th S,3,
,,,,,,,,,
SAN G511,SANITATION TECHNOLOGY,3,2,5,1,MURARI R R VARMA,M W F,4,
,,,,,,,,,
,Practical,,,,,Murari R R Varma,T Th,8 9,
,,,,,,,,,
SAN G512,SANITATION AND PUBLIC HEALTH,3,2,5,1,P SANKAR GANESH,M W F,5,
,,,,,,,,,
,Practical,,,,,TO BE ANNOUNCED,M W,8 9,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
SAN G513,"SAN GOVERNANCE, BEHAVIOURCHANGE & ADVOCACY",-,-,5,1,LAVANYA SURESH,M W F,3,
,,,,,,,,,
,,,,,,Kopal Khare,,,
,,,,,,,,,
,,,,,,Md Zakaria Siddiqui,,,
,,,,,,,,,
SS G514,OBJ ORI ANALYS & DESIGN,2,2,4,1,RAJIB RANJAN MAITI,T Th,2,
,,,,,,,,,
,Practical,,,,,Rajib Ranjan Maiti,T Th,6 7,
,,,,,,,,,
SS G515,DATA WAREHOUSING,3,2,5,1,NARASIMHA BOLLOJU,M W F,3,
,,,,,,,,,
,Practical,,,,,Narasimha Bolloju,T Th,8 9,
